Part No	Description	Bin Location 1	Stock	Last Receipt	Av Cost
55568031	WATER PIPE(TURBO FEE	E5	1	29-07-24 15:58	1978.98
55568033	SEAL-W/PMP	E6	1	14-10-24 14:28	183.48
55570291	BOLT-TIMING BELT TEN	E5	1	08-08-23 14:04	0.01
56044144AF	SENSOR ANTI-LOCK BRAKES	JACQUES	1	24-06-25 11:21	1569.62
56046738AH	REMOTE CONTROL INTEGRATED KEY FOB	JACQUES	1	09-06-25 11:13	1494.4
57010401AD	BRACKET FASCIA SUPPORT	JACQUES	3	08-04-25 9:17	114.23
5802473355	BELT STRETCHER	E7	1	21-05-25 14:40	729.31
59033066	13133701 ABARTH OIL (2L)	LUBRICANT	2	20-11-24 14:57	1608.76
59033150	14111619 - SELINA K PURE ENERGY (1L)	LUBRICANT	16	24-04-25 14:27	286.52
59033166	14123701 SELINIA WR PURE ENERGY 5W-30 1L	LUBRICANT	8	13-05-25 11:45	603.66
59033170	11573701 SELENIA MULTIPOWER C3 (1L)	LUBRICANT	19	26-06-25 15:06	297.76
59033173	13891639-SELENIA DIGITEK PUREENERGY (1L)	LUBRICANT	13	25-06-25 15:32	254.39
59033207	1388 SELENIA WR FORWARD SAE 0W-30 (5L)	LUBRICANT	10	01-04-25 9:54	559.31
59033326	22691619 TUTELA T. GEARSYNTH Z3	LUBRICANT	20	29-05-25 11:33	300.67
59033459	16115019 SELENIA QUADRIFOGLIO	LUBRICANT	1	04-04-25 9:03	2081.47
5960F3	SPARK-PLUG	E1	2	09-06-23 8:44	113.51
5960G0	SPARK-PLUG	E1	3	15-08-22 13:59	0.01
5960G1	SPARK-PLUG	E1	4	08-08-23 14:04	0.01
5960G4	SPARK-PLUG	E1	8	01-07-24 12:58	228.44
5960L0	SPARK-PLUG	E1	1	13-06-25 10:21	128.8
5960L5	SPARK-PLUG	E1	52	23-09-24 14:27	357.97
599	VICTOR REINZ SCONE	E1	1	05-06-25 11:34	110
5W30 1L TOTAL	OIL	LUBRICANT	8	22-08-23 12:07	64.5
6000605325	AIR FILTER	E8	1	14-01-25 10:28	2251.74
6000605426	FILTERING ELEMENT	E7	4	28-10-24 11:04	1009.77
6000607295	SEALING GASKET	E7	16	28-10-24 11:04	34.43
6000607555	SEALING GASKET	E7	2	28-10-24 11:04	22.3
6000608123	TRANS BELT	E8	1	14-01-25 10:28	2072.9
6000608368	FILTERING ELEMENT	E8	3	28-10-24 11:04	1105.22
6000611028	OIL FILTER	E8	4	18-03-25 9:48	619.12
6000623028	OIL FILTER	E8	4	18-03-25 10:51	421.03
6000632240	WIPER BLADE	E8	1	21-05-25 14:36	420.17
6000633297	FILTERING ELEMENT	E8	1	05-12-24 8:46	99.1
6000633298	FILTERING ELEMENT	E8	3	07-03-25 14:58	179.64
6000633300	OIL FILTER	E8	2	28-10-24 11:04	113
6000633302	OIL FILTER	E8	6	28-10-24 9:40	80.96
6000633304	AIR FILTER	E8	3	04-03-25 11:03	103.44
6000633313	OIL FILTER	E8	16	20-03-25 14:32	138.45
6000633317	AIR FILTER	E8	4	21-05-25 14:43	79.06
6000634312	IMPROVEMENT KIT	E9	1	02-12-24 14:44	401.16
611260	WARNING LIGHT	G5	7	11-10-24 14:26	217.74
621698	HEADLIGHT LAMP	G5	9	07-07-22 9:50	0.01
6216A1	BULB	G5	10	08-08-23 14:04	0.01
6.22E+06	PILOT LAMP	G5	9	19-06-25 16:18	18.38
630CM	BATTERY	FLOOR	1	27-06-25 9:25	742.91
63512FL000	WSTR DR R W      RH	g7	1	29-02-24 16:15	987.62
6431N2	TANK	WORKSHOP	1	08-08-23 14:04	0.01
643327	3 WAY UNION	G5	9	07-07-22 9:50	0.01
6447XF	POLLEN FILTER	E3	11	13-11-24 14:53	287.51
6447XG	CHARCOAL FILTER	E3	18	14-04-25 16:08	480.04
6462R7	SUPPORT CLIP	G5	4	07-07-22 9:50	0.01
6479C2	POLLEN FILTER	E3	2	07-06-22 11:43	275.19
6479C9	POLLEN FILTER	E3	4	05-05-23 14:03	296.26
6479K9	CHARCOAL FILTER	E3	7	31-05-21 15:38	391.66
66670199A	WHEEL CYL	E5	3	01-07-24 8:24	0.01
670050349	SEALING GASKET	E8	9	14-02-25 12:48	120.06
68003282AA	STUD HUB	E8	2	12-02-25 15:02	75.59
68003776AA	BRAKE    PAD-SET REAR DISC BRAKE	E8	1	04-03-25 11:06	1981.88
68004181AC	BULB PARK AND TURN SIGNAL	ALLAN	1	30-06-25 14:52	1257.84
68005263AA	SEALING GASKET HALFSHAFT	JACQUES	2	28-03-25 14:45	160.01
68029829AB	BLANK KEY BLANK	JACQUES	3	23-12-24 14:22	679.08
68048953GB	ANTIFREEZE COOLANT	LUBRICANT	9	19-05-25 15:05	389.45
68051369AA	PAD PARKING BRAKE PEDAL	ALLAN	1	18-06-25 11:07	200.43
68052369AD	BRAKE    PAD-SET FRONT DISC BRAKE	E8	1	25-06-25 15:29	4295.02
68069654AC	TIE  ROD STABILIZER BAR	JACQUES	1	19-05-25 10:48	2331.15
68079302AB	HANDLE DOOR INTERIOR	willem	1	25-04-25 14:10	2389.7
68079589AA	SEAL CRANKSHAFT OIL	E8	1	02-12-24 14:54	213.96
68079744AD	OIL FILTER ENGINE OIL	E8	6	28-10-24 11:04	301.51
68081249AD	FILTERING ELEMENT AIR	E8	1	05-12-24 8:46	366.8
68088485GB	LIQUID POWER STEERING	LUBRICANT	5	28-10-24 11:04	386.86
68102241AA	OIL FILTER ENGINE OIL	E8	6	22-11-24 14:43	165.28
68147514AA	SEALING GASKET SEPARATOR COVER GASK	E8	3	19-05-25 10:51	73.57
68147603AB	STRAP CLAMP	[Unknown]	1	24-06-25 12:47	384.91
68163848GB	LIQUID COOLANT	LUBRICANT	2	28-10-24 9:40	754.45
68191349AC	OIL FILTER ENGINE OIL	E8	30	25-06-25 15:32	313.79
68218057GE	LIQUID AUTOMATIC TRANSMISSION AT	LUBRICANT	28	26-05-25 8:53	280.83
68218925GC	LIQUID AUTOMATIC TRANSMISSION	LUBRICANT	13	14-04-25 16:13	262.79
6822AG	DRN PLUG GASKET	G5	7	25-02-25 9:28	39.64
68231020GB	OIL 5W40 (1L)	LUBRICANT	25	25-06-25 15:32	330.39
68257030AA	AIR FILTER AIR	willem	1	25-06-25 15:29	820.18
68257791AB	FILTERING ELEMENT AIR	E9	2	24-04-25 14:27	552.1
68260443AA	SPRINKLE WINDSHIELD WASHER	E8	1	28-10-24 10:00	368.79
68260792AB	AIR FILTER CABIN AIR	E8	1	17-12-24 15:41	1043.24
68287857AB	BRACKET FASCIA SUPPORT	ALLAN	2	10-01-25 12:46	174.01
68291575GB	OIL 0W30	LUBRICANT	14	21-05-25 14:39	418.49
68307021AA	SPARK PLUG NONE	E8	8	15-05-25 15:21	150.01
68360210AC	INSULATOR HOOD	SPECIAL ORDER	1	25-06-25 15:26	2337.33
68370256AB	HINGE HOOD	SPECIAL ORDER	1	25-06-25 15:26	1516.84
68370257AB	HINGE HOOD	SPECIAL ORDER	1	25-06-25 15:26	1516.84
68374964AC	PROTECTION CLOSEOUT	SPECIAL ORDER	1	25-06-25 15:26	1367.44
68374966AD	LIC. PLATE SUPPORT CLOSE OUT	SPECIAL ORDER	1	25-06-25 15:26	697.32
68375657AA	STRIKER PLATE HOOD LATCH	SPECIAL ORDER	1	25-06-25 15:26	312.83
68375662AA	LOCK HOOD	SPECIAL ORDER	1	25-06-25 15:26	1597.44
68376846AH	FOG LAMP FOG LAMP	SPECIAL ORDER	1	25-06-25 15:26	4379.72
68377400AD	SUPPORT RADIATOR CLOSURE	ALLAN	1	25-06-25 15:26	19320.57
68377403AC	MAKE MEDALLION HOOD	SPECIAL ORDER	1	25-06-25 15:26	717.74
68378949AA	LUBRICANT GEAR	LUBRICANT	10	25-02-25 9:41	525.61
68381219AB	PLATE AIR CONDITIONING SYSTEM	SPECIAL ORDER	1	25-06-25 15:26	24.21
68408114AB	BRACKET FENDER MOUNTING	SPECIAL ORDER	1	25-06-25 15:26	214.43
68408115AB	BRACKET FENDER MOUNTING	SPECIAL ORDER	1	25-06-25 15:26	192.63
68443146AA	HARD TOP B-PILLAR REAR	unknown	1	30-06-25 11:33	24.16
68456746AC	CROSSRAIL RADIATOR	SPECIAL ORDER	1	25-06-25 15:35	2840.49
68465258AD	HOOD BONNET NONE	SPECIAL ORDER	1	25-06-25 15:26	21634.21
68477939AB	CROSSRAIL FRONT BUMPER	SPECIAL ORDER	1	25-06-25 15:33	2441.84
68507747AB	RADIATOR GRILLE UPPER	SPECIAL ORDER	1	25-06-25 15:26	1983.44
68508765AA	RADIATOR GRILLE ACTIVE SHUTTER	SPECIAL ORDER	1	25-06-25 15:26	4422.18
68518202GA	OIL 5W20	LUBRICANT	12	16-04-25 14:53	186.96
68518204GA	OIL 5W30	LUBRICANT	11	14-04-25 16:13	237.5
68523970GA	OIL 0W40	LUBRICANT	17	07-03-25 14:57	280.91
68523994GA	OIL 0W20	LUBRICANT	71	25-06-25 15:32	198.3
68533018AA	SPRINKLE HEADLAMP WASHER	SPECIAL ORDER	1	25-06-25 15:26	2338.18
68533019AA	SPRINKLE HEADLAMP WASHER	SPECIAL ORDER	1	25-06-25 15:26	1842.43
68538439AA	FRONT BUMPER FRONT UPPER	ALLAN	1	25-06-25 15:33	13714.65
68542769AA	FILTERING ELEMENT AIR	E8	2	04-03-25 10:59	1181.34
68549290AA	TYPE PLATE GRAND CHEROKEE	SPECIAL ORDER	1	25-06-25 15:26	2123.87
68549291AA	TYPE PLATE GRAND CHEROKEE	SPECIAL ORDER	1	25-06-25 15:26	1286.92
68565698AA	AIR FILTER CABIN AIR	E9	2	25-06-25 15:33	1064.85
68585414AA	PART CLOSE OUT	SPECIAL ORDER	1	25-06-25 15:26	2692.56
68606182AA	AIR FILTER CABIN AIR	E8	3	25-06-25 15:33	509.05
68606244AA	HEADLAMP NONE	SPECIAL ORDER	1	25-06-25 15:33	18238.19
68606245AA	HEADLAMP NONE	SPECIAL ORDER	1	25-06-25 15:26	19878.07
68608193AA	AIR FILTER CABIN AIR	E8	1	30-06-25 14:39	1550.78
691306	SOCKET SCREW	G5	19	07-07-22 9:50	0.01
692254	SELF-TAP SCREWS	G5	18	08-08-23 14:04	0.01
692297	SELF-TAP SCREWS	G5	9	07-07-22 9:50	0.01
6924	ANTIFREEZE COOLANT 1LTR	LUBRICANT	23	11-06-25 14:00	82.99
6925G5	SCREW WITH BASE	G5	10	01-07-24 8:24	0.01
6936C6	WASHER-NUT	G5	9	08-08-23 14:04	0.01
6939C2	SELF LOCKG NUT	G5	18	13-06-24 10:56	4
6981K2	HOSE CLIP	G5	19	27-03-25 9:09	19.61
7087808	OIL FILTER	E8	2	25-06-25 15:34	629.86
71731846	HALF-BEARING TOR.	grant	1	10-06-25 15:05	356.18
71740677	SEALING GASKET	E8	11	27-01-25 16:10	122.67
71748293	PIN	ALLAN	2	19-02-25 13:49	7.15
71753377	SEALING GASKET	JACQUES	9	19-03-25 14:47	152.96
71754237	OIL FILTER	E8	1	02-12-24 14:59	142.82
71754491	SEALING GASKET	E8	3	10-06-25 15:01	101.53
71775823	AIR FILTER	E8	5	30-06-25 14:44	165.17
71775824	AIR FILTER	E8	1	25-06-25 15:32	211.19
72880FG000	FILTER	g7	2	16-10-24 13:42	462.85
72880FL000	FILTER	g7	1	25-04-25 14:59	347.63
72880FL500	FILTER	g7	1	12-06-25 8:59	342.37
73130015	FUSE MINI BLADE	E1	63	01-07-24 8:24	0.01
73130025	FUSE MINI BLADE	E1	21	07-07-22 9:50	0.01
73130030	FUSE MINI BLADE	E1	18	07-07-22 9:50	0.01
73504027	OIL FILTER	E8	1	21-05-25 14:43	349.99
735537083	CLIP	JACQUES	3	19-02-25 13:54	5.48
735592040	CAP	JACQUES	1	12-06-25 9:30	148.85
735694907	HANDLE	NO-BIN	1	30-06-25 14:44	901.9
73995	FAN ASM PULLER	E6	1	08-08-23 14:04	0.01
7530	Special Tec AA 5W-30 5 Litre	LUBRICANT	12	10-06-25 8:48	507.11
7615	SPECIAL TEC 5W30 1L	LUBRICANT	17	16-05-25 11:39	101.4
7734022	PLUG	E8	4	28-10-24 11:04	41.3
77364561	AIR FILTER	E8	6	28-10-24 11:04	142.27
77364955	ELECT MOTOR	willem	1	09-04-25 14:56	1904.11
77366378	BRAKE    PAD-SET	E8	1	14-04-25 16:23	1457.53
77369203	AIR FILTER	E8	1	12-03-25 14:46	220.33
784920080	BULB	g7	1	03-03-23 16:35	29.74
792831	CLIP	G5	3	07-07-22 9:50	0.01
7CW13DX8AB	RADIATOR GRILLE FASCIA	SPECIAL ORDER	1	25-06-25 15:26	3634.18
7GU44DX8AA	BUMPER BAR FASCIA	SPECIAL ORDER	1	25-06-25 15:26	9435.52
7GU45DX8AA	BUMPER BAR FOG LAMP	SPECIAL ORDER	1	25-06-25 15:26	4936.15
7GU46DX8AA	BUMPER BAR FOG LAMP	SPECIAL ORDER	1	25-06-25 15:26	5281.29
803916010	GASKET,16X21X2.3	g7	8	23-05-25 9:05	16.2
86538SA010	COVER R WAG	g7	1	08-08-23 14:04	0.01
86542FJ120	BLADE 400 UNI    RHD	hang	1	08-08-23 14:04	0.01
86542SG100	BLADE 650        RHU	hang	1	08-08-23 14:04	0.01
873361	BONNET BUFFER	G5	3	07-07-22 9:50	0.01
8830008CRV0000	FRONT CALIPER PAD AFTER SALE PACKAGE	G1	1	17-01-25 8:46	1626.94
8830008DSV0000	CALIPER PAD FR	G1	1	17-01-25 8:46	1669.08
8830014CRV0000	FRICTION PAD 4PCS SET RR	G1	1	17-01-25 8:46	1455.24
8830014DSV0000	RR CALIPER FRICTION PLATE	G1	1	17-01-25 8:46	3133.28
8880027DSV0000	AC FILTER ELEMENT	G1	1	17-01-25 8:46	248.36
88863930	CLEANER,FUEL SYSTEM	LUBRICANT	4	07-07-22 9:50	0.01
88900180	CLEANER,GLS	LUBRICANT	5	07-07-22 9:50	0.01
8957GE	CONTROL BUTTON	G5	3	08-08-23 14:04	0.01
8972127270	BELT; TIMING	E5	1	08-08-23 14:04	0.01
8973099270A	O FILT	G2	3	08-08-23 14:04	0.01
8979273920	CABLE ASM;BAT POS &	WORKSHOP	1	09-01-25 11:31	1369.84
902170049	NUT	g7	2	08-08-23 14:04	0.01
90250663	BEARING	E6	1	01-07-24 8:24	0.01
90281736	BOLT/SCREW-CONN ROD	E6	7	01-07-24 8:24	0.01
90338647	SWITCH-ENG OIL PRESS CLRDO-13	E6	1	08-08-23 14:04	0.01
90466480	SCREW M11X105	E6	8	01-07-24 8:24	0.01
904673	GUIDE	G5	1	08-08-23 14:04	0.01
90482370	SPACER	E6	5	07-07-22 9:50	0.01
90528145	SEAL-OIL PAN DRN PLUG(O RING)	E4	7	06-03-25 10:50	3.34
90529532	RETAINER-VLV SPR	E6	12	07-07-22 9:50	0.01
90529533	KEY-VALVE KEIL-VENTIL CRUZE-18/MULTI	E6	3	08-08-23 14:04	0.01
90538493	SEAT-RR SPR LWR-CRUZ	E6	4	07-07-22 9:50	0.01
90572590	CLAMP-RAD SURG OTLT	E6	1	08-08-23 14:04	0.01
90572592	CLAMP-RAD SURGE TK O	E6	2	08-08-23 14:04	0.01
9126791	BOLT-G/SHIFT TO TRA	E6	1	07-07-22 9:50	0.01
9128603	LIFTER VALVE	E6	2	07-07-22 9:50	0.01
9128S1	STAPLE	G5	18	07-07-22 9:50	0.01
9165788	CVR OSRVM R{*NLA-NO	E5	1	07-07-22 9:50	0.01
9192425	FILTER ELEMENT OIL	G2	5	07-07-22 9:50	0.01
9196297	NAMEPLATE ASM OPEL	E5	1	07-07-22 9:50	0.01
92051	NUTLOCK	LUBRICANT	1	18-02-25 14:30	175
92250826	PAD KIT-FRT DISC BRK WV-14	E6	2	07-07-22 9:50	0.01
93165694	OIL-TRANSMISSION (BO	LUBRICANT	8	26-05-25 8:49	370.34
93169254	BRAKE PAD SET	E6	1	07-07-22 9:50	0.01
93179058	GASKET- INTAKE MANIFOLD	E6	1	07-07-22 9:50	0.01
93182241	BELT DRIVE 17.80 X 1	E6	1	07-07-22 9:50	0.01
93186318	TAPE ADHESIVE CLOTH	E6	1	07-07-22 9:50	0.01
93188651	PLUG-RAD DRN	E6	1	08-08-23 14:04	0.01
9320000260	SEAL 78x16.5x2	G1	9	17-01-25 8:46	21.26
9320001160	GASKET 16222	G1	8	17-01-25 8:46	24.71
93251872	BOLT/SCREW	E6	4	01-07-24 8:24	0.01
93270079	CAP-ROCKERSILL MOULDINGS	E6	14	08-08-23 14:04	0.01
93284576	SHOE KIT-BRAKE RR	E6	3	13-11-24 14:56	635.1
93326272	SEAL OUTSIDE RR VIE	E6	1	07-07-22 9:50	0.01
93326521	SCREW CAP	E6	1	17-03-25 8:08	146.49
93340175	DOOR CHECK ASM-FRONT	E6	1	07-07-22 9:50	0.01
93388893	CHANNEL	E6	1	07-07-22 9:50	0.01
93596111	CAP-WHEEL CENTRE	E6	2	07-07-22 9:50	0.01
93602828A	BRAKE DRUM	G2	1	07-07-22 9:50	0.01
93604112	HOSE-RADIATOR INLET	E6	1	07-07-22 9:50	0.01
93605006	STRUT ASM-L/GATE	E6	1	07-07-22 9:50	0.01
93615669	WHEEL CAP (STEEL WH	G5	2	24-06-25 11:07	34.17
93619025	COIL SPRING	E6	1	01-07-24 8:24	0.01
93745425	FILTER PKG-OIL	E4	1	01-07-24 8:24	0.01
94535553	BULB-TAIL & T/SIG LP	E6	2	08-08-23 14:04	0.01
94717194	HOSE ASM-P/S FLUID R	WORKSHOP	1	08-08-23 14:04	0.01
94719924	SPRING-FRT	E6	1	01-07-24 8:24	0.01
94722282	PAD- LUGG CARR S/RL	E6	1	07-07-22 9:50	0.01
94737131	BRACKET ASM-RAD UPR	E6	1	07-07-22 9:50	0.01
94770218	PIN KIT-FRT BRK CLPR GDE	E6	1	01-07-24 8:24	0.01
94823307	BATTERY-DR LK & IGN	E6	8	28-02-25 10:48	60.4
95027804	WHEEL BADGE CAP	E6	6	08-08-23 14:04	0.01
9511	TOPTEC 4100 5L DIESEL OIL	LUBRICANT	6	08-08-23 14:04	0.01
95128280	T-CONNECTOR-RAD SURGE TK OTLT HOSE	E6	1	01-07-24 8:24	0.01
95188246	SWITCH-FRT S/D WDO CONT	E6	2	07-07-22 9:50	0.01
95316518	WTR OUTLET HOSE	E6	1	01-07-24 8:24	0.01
95380033	TANK-RAD SURGE TRAX-13-17	E6	1	19-02-25 13:48	994.38
95389380	WTR OUTLET HOSE	E6	1	07-07-22 9:50	0.01
95406038	HINGE- HOOD - LH	E6	1	07-07-22 9:50	0.01
95406039	HINGE- HOOD - RH	E6	1	07-07-22 9:50	0.01
95489555	GRILLE-RAD LWR	ALLAN	1	24-06-25 16:42	5424.72
95508199	WIPER BLADE- RH	hang	2	08-08-23 14:04	0.01
95516015	BLADE ASM-WSW LH(*SEE SET- 95529714*)	hang	1	01-07-24 8:24	0.01
95524973	PAD KIT-FRT DISC BRK	E6	1	08-08-23 14:04	0.01
95528402	HARNESS ASSY.(HVAC)	E6	2	07-07-22 9:50	0.01
95528733	SPARK PLUG	E1	3	09-05-25 10:30	206.04
95528735	SPARK PLUG	E1	8	06-03-25 10:48	134.06
95599740A	OIL FILTER	G2	2	07-07-22 9:50	0.01
95599870	CONCENTRATE COOLANT	LUBRICANT	7	25-06-25 14:59	222.68
95599923	ADDITIVE 120ML	LUBRICANT	31	02-08-22 12:55	155.21
95965573	PIPE ASM-W/PMP INL {	E6	6	07-10-22 14:48	173.36
95975171	CYLINDER KIT-RR BRK	E6	1	08-08-23 14:04	0.01
96291054	COIL ASM-IGN	E6	1	07-07-22 9:50	0.01
96425700A	POLLEN FILTER	G2	2	08-08-23 14:04	0.01
96434368	BOLT/SCREW-SHFT CONT HSG	E6	7	01-07-24 8:24	0.01
96435887	HOSE ASM-A/C CMPR &	E4	2	07-07-22 9:50	0.01
96585563	KEY-BLANK AVEO-04-08	E6	3	08-08-23 14:04	0.01
96601864	CAP-R/WDO WPR ARM FI	E6	2	07-07-22 9:50	0.01
96602404	GRILLE ASM-I/P CTR AIR OTLT	E6	1	07-07-22 9:50	0.01
9671349980	WATER PIPE	WORKSHOP	1	23-01-25 16:18	634.26
9673252780	WINDOW OUTSIDE	g6	1	01-07-24 8:24	0.01
9673457180	WATER PIPE	WORKSHOP	1	27-09-24 15:51	554.9
9673473780	WATER PIPE	WORKSHOP	1	27-09-24 15:51	554.9
9674262380	SENSOR	g6	1	01-07-24 8:24	0.01
9674725580	AIR FILTER	E2	6	25-06-25 14:59	285.48
9675680980	GLOW PLUG	g6	2	27-08-24 8:28	400.14
9675771680	HALF-BEARING	G4	1	24-06-25 11:07	593.57
9675840180	CONN ROD SCREW	g6	5	19-06-25 16:14	9.39
9676231780	HSG COVER PLATE	g6	1	27-08-24 8:27	478.14
9676288180	SPARK-PLUG	E1	6	01-07-24 8:24	0.01
9676359080	INTAKE VALVE	g6	5	19-06-25 16:14	432.8
9676359180	EXHAUST VALVE	g6	1	19-06-25 16:14	596.6
96840122	SEAL ASM-VLV STEM OIL	E6	10	08-08-23 14:04	0.01
9685657480	SEAL	g6	1	08-08-23 14:04	0.01
9688031280	EXH BKT SEAL	g6	2	19-06-25 16:14	88.09
96931611	HOLDER-F/FLR CUP	E6	1	07-07-22 9:50	0.01
9730AE	OIL	LUBRICANT	24	30-05-25 13:30	470.78
9730AG	OIL	LUBRICANT	11	19-06-25 16:17	417.52
9734R7	OIL	G5	1	19-08-24 16:16	1264.98
9800097580	AIR FILTER	E2	5	01-11-24 8:31	271.91
9800555380	VALVE EGR	g6	1	21-02-25 12:31	8836.39
9800622380	VALVE GASKET	g6	1	04-04-25 16:18	124.6
9801024980	SCREW RLX	g6	5	07-12-23 9:53	30.35
9801366680	FILTERING PAD	E4	11	14-06-24 9:09	627.59
9801727580	TANK GASKET	g6	1	01-07-24 8:24	0.01
9802595980	OIL SEPAR SEAL	g6	1	23-08-24 12:38	631.89
9802774480	SELF-TAP SCREWS	g6	5	01-07-24 8:24	0.01
9802840180	SPARK-PLUG	E1	2	13-11-23 16:09	192.26
9804617380	CYL HEAD GASKET	g6	1	13-01-25 12:03	616.73
9805552080	AIR FILTER	E2	3	13-06-25 12:51	290.75
9805961480	BRAKE DISC (W)	G5	2	08-08-23 14:04	0.01
9807710580	NUT WITH BASE	g6	4	17-07-23 9:46	9.11
9807776680	SPARK-PLUG	E1	17	07-07-22 9:50	0.01
9808772880	HEAT SHIELD	g6	1	05-11-24 9:43	711.36
9808772880	HEAT SHIELD	g6	1	28-08-24 15:22	711.36
9809148680	FIXING CLAMP	g6	2	29-10-24 15:03	1265.22
9809532380	OIL FILTER	E4	12	01-04-25 9:47	209.04
9810177780	TAPER HEX SCREW	g6	8	09-10-24 13:23	9.82
9811909980	INTAKE PIPE	WORKSHOP	1	29-04-25 14:51	3309.3
9814015480	HALF BEARING	WORKSHOP	4	24-06-25 11:07	203.36
9814639380	PLATE GASKET	g6	1	03-10-24 14:50	408.84
9815106580	POLLEN FILTER	E2	12	18-06-24 16:23	291.33
9815106780	CHARCOAL FILTER	E2	18	29-02-24 12:34	426.05
9818914980	OIL FILTER	E4	18	25-06-25 15:07	158.83
9820932180	HALF BEARING	g6	3	26-02-25 13:32	710.27
9821501880	PREMIUM FILTER	E2	24	27-09-24 15:50	571.19
9824498980	WATER PIPE	g6	1	01-07-24 8:24	0.01
9826618580	WATER PUMP BELT	g6	3	14-08-24 8:02	391.18
9828646780	NUT WITH BASE	g6	4	16-08-24 15:58	22.23
9829427680	FLAT BLADE	hang	1	19-02-24 16:36	343.86
9829930180	SPARK-PLUG	E1	17	04-06-25 14:21	236.45
98327624VT	STEEL WHEEL	E2	1	08-08-23 14:04	0.01
9833350880	POLLEN FILTER	E2	29	11-01-24 12:53	187.55
9833351080	CHARCOAL FILTER	E3	71	13-06-25 12:54	439.25
9833964280	SPARK-PLUG	E1	7	13-06-25 12:48	223.95
9835304280	CRANKSHAFT SEAL	g6	2	17-12-24 10:32	667.02
9836494080	SPARK-PLUG	E1	24	07-04-25 14:03	42.85
9836527180	OIL FILTER	E4	27	25-06-25 15:07	57.26
9837408880	ENGINE OIL PUMP	g6	1	27-03-25 9:07	3018.18
9837944080	SET OF REAR MUD FLAP	g6	1	08-08-23 14:04	0.01
9837944180	SET OF FRONT MUDFLAP	g6	1	08-08-23 14:04	0.01
9838225480	HALF-BEARING	g6	1	13-05-25 11:23	413.37
9841493780	RE-SUCTION PIPE	g6	1	01-07-24 8:24	0.01
9842475680	AIR FILTER	E2	5	27-05-25 14:47	172.69
9842490180	4 BRAKE PADS/F	g6	1	13-05-25 11:38	835.83
9844496580	POLLEN FILTER	E3	45	10-06-25 11:40	174.44
9845121380	DRN PLUG GASKET	g6	8	13-06-25 12:48	21.76
9849256680	HALF BEARING	g6	1	03-10-24 14:51	227.93
9853940880	CHARCOAL FILTER	E2	4	13-06-25 12:51	197.84
9855992580	HALF-FLANGE	g6	4	26-02-25 13:31	134.16
AC70	CABIN FILTER	G2	1	29-05-25 13:02	70
AC838	94752782/B-STAB CHEV UTE	G2	1	03-03-25 8:47	64.6
AD/0001L	LARGE PVC INSULATION TAPE	G3	1	30-06-25 8:50	25.4
AFO.F0035	PETROL FILTER PEU	G2	2	01-07-24 8:24	0.01
AG1353	AIR CLENER	G2	1	29-05-25 13:02	93
AG1503	AIR CLEANER	G2	1	25-02-25 11:51	98
AG1545	AIR FILTER	G2	3	18-06-25 8:24	105.65
AG1726	AIR FILTER	G2	1	08-08-23 14:04	0.01
AG1776	A/F 108	G2	1	11-09-24 11:27	107.9
AG883	AIR FILTER	G2	11	24-03-25 15:31	73.59
AG999	AIR FILTER	G2	2	21-05-25 11:18	82
AHS55900	CH SET TATA DP	WORKSHOP	1	08-10-24 9:50	1240
AR8834	SHOCK MOUNTS DP	WORKSHOP	2	04-03-25 10:30	584
B000923680	DOOR HINGE	g6	1	08-08-23 14:04	0.01
B000923880	DOOR HINGE	g6	1	08-08-23 14:04	0.01
B000975480	POLLEN FILTER	E2	1	01-11-24 8:31	276.28
BCP6ES	SPARK PLUGS	E1	4	01-07-24 8:24	0.01
BD4752	BRAKE DISC	G2	1	02-09-24 8:09	782.5
BD9387	D PADS RR B16 ASTRA K	G3	1	01-07-24 8:24	0.01
BD9413	CHEV T/BLAZER RR B PADS	G3	1	05-07-24 15:20	516.52
BH1750	BATTERY HOLDOWN	hang	1	08-08-23 14:04	0.01
BKR5EK	SPARK PLUG	E1	12	16-05-25 7:29	49.83
BKR6E	SPARK PLUGS AVEO 1.6	E1	4	22-01-25 14:39	36.67
BKR6EK	SPARK PLUG NGK	E1	2	18-06-25 13:57	45.86
BOT402-1LT	OIL; TRANSMISSION	LUBRICANT	7	31-03-25 11:32	193.14
BPR5EY	SPARK PLUG	E1	29	07-03-25 15:14	38.34
BPR6ES	SPARK PLUG	E1	3	15-04-25 10:41	31.95
BR13066	STONE BRAKE DISC F-VENTED	G3	2	23-05-25 11:13	410
ca7111	Control arms	WORKSHOP	1	29-08-23 9:45	1780
CASTROLGTD	J-MAX PLUS 15W40	BULK OIL	135.7	25-09-24 10:34	46.28
CKCU140-B	CLUTCH KIT	E9	3	09-12-24 15:07	927.85
COF100138S	OIL FILTER CHAMPION	G2	1	13-02-24 11:15	53.82
CR2450	REMOTE BATTERY	E1	1	08-05-25 11:19	66.25
CS246	CONTROL ARMS DP	WORKSHOP	2	22-01-25 14:35	980
CS814R	LOWER CONTROL ARMS	WORKSHOP	1	21-02-25 12:31	1510
cs815R	CONTROL ARM R	WORKSHOP	1	19-10-22 13:39	2300
CSSMZ463AA	FILTER FUEL/WATER SEPARATOR	E9	5	30-06-25 14:45	3009.41
