Part No,Description,Bin Location 1,Stock,Last Receipt,Av Cost
30531AA180,LEVER-CLUTCH REL,unknown,1,25-04-2025 14:52:22,337.85
30539AA000,CLIP,g7,1,17-09-2024 12:26:09,9.2
3093,BRAKE FLUID 500ml,LUBRICANT,15,24-04-2025 14:50:13,76.93
312518,DIFFER BEARING,G5,1,01-07-2024 08:24:19,0.01
31338,ENGINE DRAINING PLUG,G5,5,01-04-2025 09:43:47,10.19
31825AA055,BODY AY-CONT VLV KIT,unknown,1,05-05-2025 14:36:46,15465.56
325204,SCREW,G5,2,07-07-2022 09:50:44,0.01
3374428,RADICOOL SF 12X1L,E2,2,08-02-2025 10:51:15,127.65
3397006835,"W/BLADE A/TWIN 22""",hang,2,01-07-2024 08:24:19,0.01
3397006837,"W/BLADE A/TWIN 24""",hang,1,15-05-2023 10:30:20,234
3397008530,"16"" AEROTWIN BLADE",hang,3,08-08-2023 14:04:06,0.01
3426547,TRANSMAX AXLE LL 75,LUBRICANT,1,19-09-2024 15:56:06,303.14
3426632,CASTROL DEXRON VI (,LUBRICANT,2,30-05-2024 13:45:23,248.98
3433525,TRANSMAX AXLE LL 75,E3,2,31-03-2025 16:35:45,270.27
3510010CRV0000,BRAKE DISCFR,G1,2,17-01-2025 08:46:29,1339.15
3510010DSV0000,BRAKE DISC FR,G1,2,17-01-2025 08:46:29,1546.2
3520006CRV0000,BRAKE DISCREAR,G1,2,17-01-2025 08:46:29,1391.19
3520006DSV0000,BRAKE DISC RR,G1,2,17-01-2025 08:46:29,1283.02
3536966,DRN PLUG GASKET,E6,8,04-04-2025 08:54:05,128.96
362230,SELF LOCKG NUT,G5,4,17-07-2023 09:45:13,13.25
364813,SCREW WITH BASE (W),G5,7,07-07-2022 09:50:44,0.01
3648899,SPARK PLUG PKG-.,E1,7,07-07-2022 09:50:44,0.01
3651,TOPTEC ATF 1100 1LT,LUBRICANT,7,06-11-2024 12:12:29,136.16
3662,CVT OIL TOPTEC 1400 1LT,LUBRICANT,29,12-12-2024 15:22:11,260.39
373933,HUB FIXING NUT,G5,1,19-08-2024 16:12:18,205.78
374046,WHEEL HUB PLUG,G5,1,06-05-2025 14:33:29,84.69
39030321,ELEMENT-A/CL CRUZE-1,E3,1,03-03-2025 12:55:57,130.43
39090003,RESISTOR-FAN MOTOR,E5,2,07-07-2022 09:50:44,0.01
39090004,HSNG- ASSY.- WITH FAN MOTOR- LOWER,E5,1,07-07-2022 09:50:44,0.01
39187023,ADAPTER 13 PIN TO 7,E5,2,07-07-2022 09:50:44,0.01
42052FL610,BRKT PUMP,g7,1,10-04-2025 09:44:37,1254.04
42052SG120,BRKT PUMP,g7,2,03-10-2024 13:57:12,1318.35
42072AA121,FILTER ASSY TANK SUB,g7,1,06-12-2024 13:11:53,74.97
42072AJ060,FILTER ASSY FUEL,g7,1,29-02-2024 16:15:43,1009.1
42348902,WINDOW OUTSIDE,E5,1,15-04-2024 08:46:51,642.54
42386928,AIR FILTER,E3,3,05-08-2023 12:25:55,252.88
42403118,LAMP ASM-B/U,WORKSHOP,1,08-08-2023 14:04:06,0.01
4249J6,BRAKE DISC,G5,1,13-01-2025 12:03:02,1102.07
42686719,SENSOR ASM-RR WHL SP,E5,1,01-07-2024 08:24:19,0.01
4411984LRDAE,DEPO TAIL LAMP LH,(Blanks),1,12-05-2025 09:03:07,690
4434,75W90- 1 LITER GEAR OIL,LUBRICANT,27,09-05-2025 15:39:21,259.54
4601P2,MASTER CYLINDER,G5,1,07-07-2022 09:50:44,0.01
46308326,BOOT,(Blanks),2,03-03-2025 10:28:53,197.99
46328345,SEAL,,1,13-05-2025 11:44:15,671.32
46328396,PLUG,E7,3,23-12-2024 14:32:44,144.57
46328660,FLAT WASHER,E7,7,27-11-2024 15:07:20,4.09
46329020,SEALING GASKET,NO-BIN,9,04-04-2025 16:24:05,80.17
46343218,OIL FILTER,E7,2,11-02-2025 08:53:30,405.12
46344791,SPARK PLUG,E7,5,06-03-2025 11:18:02,294.58
46344792,SPARK PLUG,E7,14,01-04-2025 14:39:35,264.77
46347171,OIL FILTER,E7,2,16-01-2025 15:09:50,141.16
46347517,LMBDA PROBE,E7,4,25-02-2025 09:47:02,796.73
46352316,TIMING BELT,E9,1,02-12-2024 14:59:21,182.71
46403659,TIMING BELT,E7,1,16-01-2025 15:10:20,385.24
46543812,BUSHING,NO-BIN,3,18-03-2025 16:35:48,89.06
46796687,OIL FILTER,E7,1,11-04-2025 14:50:28,148.58
46823509,PLUG,E7,9,28-10-2024 11:04:57,67.17
46823518,SEALING GASKET,E7,10,26-11-2024 09:24:00,71.2
4X22,O-RING,E1,5,07-07-2022 09:50:44,0.01
5006340IE,DELO 400MGX,LUBRICANT,4,08-08-2023 14:04:06,0.01
501,GLOBE,E1,28,17-04-2025 11:12:35,3.03
5033C3,REST CUP (W),G5,2,13-05-2025 11:35:44,361.34
503527,SHOCK-ABSORB.BALL T,G2,2,13-05-2025 11:35:44,683.13
503615,HEXAGONAL NUT,G5,7,28-11-2022 12:51:31,54.23
503623,BASE NUT,G5,9,14-02-2022 15:18:46,18.52
5038G6,SHOCK-AB BRACKT,G3,2,13-05-2025 11:35:44,1133.22
504386305,FLEX SLEEVE,(Blanks),1,17-04-2025 14:15:45,201.65
510-0073-10,csc ope,WORKSHOP,1,01-07-2024 08:24:19,0.01
51723323,WINDOW REGULATOR,NO-BIN,1,04-02-2025 09:08:05,548.02
51723324,WINDOW REGULATOR,NO-BIN,1,20-12-2024 15:25:16,708.99
51732681,SUPPORT,willem,1,27-03-2025 15:23:20,515.3
51736821,RESISTOR,NO-BIN,1,20-12-2024 15:25:45,1154.36
51775324,FILTERING ELEMENT,E7,2,28-10-2024 11:04:57,468.04
51806865,FILTERING ELEMENT,E7,2,14-04-2025 16:20:09,176.25
51830174,FILTERING ELEMENT,E7,1,04-03-2025 10:59:02,398.44
51881024,FILTERING ELEMENT,E7,5,22-04-2025 15:05:43,166.84
51977574,FILTERING ELEMENT,E7,10,16-04-2025 14:56:32,273.42
52017097,TANK,(Blanks),1,22-04-2025 15:04:15,380.21
52022378AB,FILTERING ELEMENT AIR,E7,2,14-01-2025 10:29:22,854.41
52028898AJ,THERMOSTAT NONE,E7,1,28-10-2024 09:30:53,1127.56
52028974AA,PLUG RADIATOR,E7,1,28-10-2024 09:31:42,549.07
52034852,PIN,ALLAN,6,05-05-2025 09:17:39,5.59
52041391,HOSE-RR BRK,E5,1,26-09-2023 14:07:21,322.34
52042281,LINK ROD,NO-BIN,1,13-05-2025 12:01:41,386.54
52063810,AIR FILTER,E7,1,28-10-2024 11:04:57,144.44
52074645,CUP-FRT S/D A/RST P,E5,1,07-07-2022 09:50:44,0.01
52078899,WIPER ARM,E7,2,28-10-2024 11:04:57,957.95
52081087,BEARING-FRT WHL TB-17,(Blanks),1,08-05-2025 09:03:44,6598.85
52090773,PROP,(Blanks),1,13-05-2025 11:57:05,296.97
52108332AA,SEALING GASKET OIL PAN,E9,9,19-03-2025 08:04:49,576.26
52118392,ABSORBER-RR SHK TB-1,WORKSHOP,1,08-08-2023 14:04:06,0.01
52127981,WINDOW REGULATOR,ALLAN,1,13-05-2025 11:53:27,1291.93
52130990,SOCKET RR FASCIA SIG,E5,1,07-07-2022 09:50:44,0.01
52201888,LINK ROD,E7,2,28-10-2024 11:04:57,207.4
52300300,SPANJAARD AIRCON,LUBRICANT,1,22-09-2023 08:04:44,72
52460600131,BRAKE & PARTS CLEAN,E2,3,08-05-2025 15:41:56,60.94
53020547AC,SEALING GASKET THERMOSTAT,E7,3,14-01-2025 10:25:23,79.35
53021536AC,COVER THERMOSTAT,E7,1,28-10-2024 11:04:57,89.41
5383000,DETACHABLE TOWBAR,SPECIAL ORDER,1,06-05-2025 17:13:38,4500
5416R4,WHEEL CAP,G5,1,07-07-2022 09:50:44,0.01
55037831AG,FLEX. HOSE HEATER SUPPLY AND RETURN,NO - BIN,1,06-05-2025 15:10:04,1235.4
55077895AD,SIDE LAMP SIDE REPEATER,SPECIAL ORDER,1,29-04-2025 15:01:12,544.19
55078105AC,TAIL LAMP REAR FOG,(Blanks),1,01-04-2025 09:57:27,2404.45
55111017AD,THERMOSTAT NONE,NO - BIN,1,14-01-2025 10:29:59,722.1
55111074AC,PLUG COOLANT RECOVERY BOTTLE,E8,1,01-04-2025 09:52:56,437.58
55157090AD,TYPE PLATE LIFTGATE,SPECIAL ORDER,1,24-04-2025 14:37:34,1137.91
55157091AD,TYPE PLATE LIFTGATE,SPECIAL ORDER,1,24-04-2025 14:37:34,1516.47
55182787,PLUG,NO-BIN,1,04-03-2025 10:45:32,67.55
55184773,PLUG,E7,7,28-10-2024 11:04:57,126.38
55188857,SPARK PLUG,E7,6,28-10-2024 11:04:57,145.93
55190069,OPEL CORSA ECU,WORKSHOP,1,01-10-2024 09:00:16,5800
55190788,SPARK PLUG,E7,6,11-03-2025 08:53:27,223.38
55192670,BIG END SHELLS,E7,6,13-05-2025 12:02:11,51.79
55195776,SPARK PLUG CABLE,NO-BIN,1,25-03-2025 08:46:59,471.46
55196309,SEALING GASKET,E7,10,17-12-2024 16:10:13,10.41
55207677,SENSOR,(Blanks),1,17-04-2025 14:15:01,2663.35
55224598,OIL FILTER,E7,8,06-03-2025 11:32:02,292.44
55224611,PLUG,E7,6,27-03-2025 15:22:58,84.61
55226083,SPARK PLUG,E7,16,02-12-2024 14:54:58,86.01
55229989,SEALING GASKET,E7,1,07-03-2025 14:57:43,9.38
55233645,SEALING GASKET,E7,2,28-10-2024 11:04:57,63.5
55239505,SEALING GASKET,willem,7,08-04-2025 08:48:33,47.68
55240963,SEALING GASKET,E7,1,28-10-2024 11:04:57,512.75
55249822,TRANS BELT,E9,1,02-12-2024 14:57:10,176.36
55249877,LMBDA PROBE,E7,1,07-03-2025 14:58:30,1200.13
55250936,SHAFT,E8,1,04-04-2025 16:24:51,451.42
55258443,BELT STRETCHER,E7,1,28-10-2024 11:04:57,465.36
55259565,SPARK PLUG,E7,14,13-03-2025 14:08:12,190.04
55270414,LMBDA PROBE,E7,1,13-03-2025 14:10:49,651.33
55278485,PROTECTION,E7,1,28-10-2024 11:04:57,691.42
55278507,SEALING GASKET,E7,1,28-10-2024 11:04:57,585.83
55280713,PLUG,E7,9,14-11-2024 14:11:58,34.18
55282233,BELT STRETCHER,E7,4,28-10-2024 11:04:57,430.81
55488030,FLYWHEEL ASM,g6,1,13-05-2025 11:22:48,11497.17
55490097,SPARK PLUG EQUINOX-1,E1,2,20-11-2024 08:06:53,321.58
55510812,PIPE  ASSY. WATER TU,E5,2,03-07-2023 13:53:25,961.39
55565385,SEAL/GASKET (OIL COO,E5,1,19-07-2023 14:39:54,1304.24
55568031,WATER PIPE(TURBO FEE,E5,1,29-07-2024 15:58:05,1978.98
55568033,SEAL-W/PMP,E6,1,14-10-2024 14:28:17,183.48
55568539,SEAL/GASKET (OIL FIL,E5,1,12-07-2023 14:42:54,743.27
55570291,BOLT-TIMING BELT TEN,E5,1,08-08-2023 14:04:06,0.01
55572350,ELBOW-CLU ACTR CYL P,unknown,1,13-05-2025 11:22:48,1169.37
55574902,VALVE- SOLENOID- TUR,E5,2,19-06-2024 14:20:03,2409.82
55583808,HOSE-ENG OIL CLR COO,E5,3,07-07-2023 16:18:26,1643.27
55593662,PLATE PKG-CLU PRESS,g6,1,13-05-2025 11:22:48,4241.04
55597499,CYLINDER ASM-CLU ACT,g6,1,13-05-2025 11:22:48,4058.91
55597500,PIPE ASM-CLU ACTR CY,FLOOR,1,13-05-2025 11:22:48,573.39
55702833,ELASTIC PAD,ALLAN,1,03-03-2025 10:28:53,1301.82
56032520AF,COIL IGNITION,E7,1,28-10-2024 10:04:30,2548.19
5699,SILICONE SEALER,G3,8,08-05-2025 15:41:56,44.37
57010401AD,BRACKET FASCIA SUPPORT,(Blanks),4,08-04-2025 09:17:37,114.23
5750ZQ,BELT (W),G5,1,21-08-2024 09:59:44,556.88
582A,W/BULB AMBER,E1,15,11-08-2020 08:03:31,12.83
59033065,16811619 ANTI FREEZE,LUBRICANT,6,01-04-2025 09:58:50,375.86
59033066,13133701 ABARTH OIL (2L),LUBRICANT,2,20-11-2024 14:57:22,1608.76
59033150,14111619 - SELINA K PURE ENERGY (1L),LUBRICANT,26,24-04-2025 14:27:18,286.52
59033166,14123701 SELINIA WR PURE ENERGY 5W-30 1L,LUBRICANT,15,13-05-2025 11:45:48,603.66
59033170,11573701 SELENIA MULTIPOWER C3 (1L),LUBRICANT,21.4,04-03-2025 10:53:37,297.76
59033173,13891639-SELENIA DIGITEK PUREENERGY (1L),LUBRICANT,20,06-03-2025 11:07:24,254.39
59033207,1388 SELENIA WR FORWARD SAE 0W-30 (5L),LUBRICANT,10,01-04-2025 09:54:53,559.31
59033326,22691619 TUTELA T. GEARSYNTH Z3,LUBRICANT,7,04-03-2025 10:53:37,300.67
59033400,15991719 BF EXTREME HT,LUBRICANT,4,28-10-2024 11:04:57,482.18
59033459,16115019 SELENIA QUADRIFOGLIO,LUBRICANT,1,04-04-2025 09:03:17,2081.47
5960F3,SPARK-PLUG,E1,2,09-06-2023 08:44:07,113.51
5960G0,SPARK-PLUG,E1,3,15-08-2022 13:59:39,0.01
5960G1,SPARK-PLUG,E1,4,08-08-2023 14:04:06,0.01
5960G4,SPARK-PLUG,E1,12,01-07-2024 12:58:12,228.44
5960L0,SPARK-PLUG,E1,1,01-07-2024 08:24:19,0.01
5960L5,SPARK-PLUG,E1,42,23-09-2024 14:27:32,357.97
599,VICTOR REINZ SCONE,E2,2,06-05-2025 07:50:10,110
5SG24GW7AE,mirror rh,(Blanks),1,16-04-2025 14:57:05,14152.91
5W30 1L TOTAL,OIL,LUBRICANT,7,22-08-2023 12:07:43,64.5
6000605325,AIR FILTER,E8,1,14-01-2025 10:28:59,2251.74
6000605426,FILTERING ELEMENT,E7,4,28-10-2024 11:04:57,1009.77
6000606306,PROTECTION,ALLAN,1,18-03-2025 09:25:50,1015.34
6000606313,PROTECTION,ALLAN,1,18-03-2025 09:25:50,1309.08
6000606491,BRACKET,NO-BIN,1,18-03-2025 09:25:50,293.66
6000606910,PROTECTION,ALLAN,1,18-03-2025 09:25:50,542.84
6000606985,AIR FILTER,E7,6,28-10-2024 09:40:29,729.85
6000607102,FOG LAMP,NO-BIN,1,18-03-2025 09:29:57,3472.78
6000607105,ORNAMENT,ALLAN,1,18-03-2025 09:25:50,7610
6000607295,SEALING GASKET,E7,16,28-10-2024 11:04:57,34.43
6000607555,SEALING GASKET,E7,3,28-10-2024 11:04:57,22.3
6000608123,TRANS BELT,E8,1,14-01-2025 10:28:59,2072.9
6000608368,FILTERING ELEMENT,E8,4,28-10-2024 11:04:57,1105.22
6000609844,SPOILER,NO-BIN,1,09-04-2025 14:53:36,6676.17
6000609850,RADIATOR GRILLE,NO-BIN,2,02-04-2025 16:30:30,2755.26
6000610528,FLEX. HOSE,ALLAN,1,02-04-2025 16:28:50,189.14
6000610529,SEALING GASKET,ALLAN,1,02-04-2025 16:28:50,94.21
6000611028,OIL FILTER,E8,5,18-03-2025 09:48:51,619.12
6000611249,ELECTROPUMP,ALLAN,1,02-04-2025 16:28:05,4348.91
6000611251,SEALING GASKET,ALLAN,1,18-03-2025 09:29:57,79.53
6000611629,MOULDING,NO-BIN,1,19-03-2025 08:05:40,2456.02
6000611671,FRONT BUMPER,ALLAN,1,13-05-2025 11:40:32,15309.97
6000622037,PIPE,ALLAN,1,02-04-2025 16:28:05,359.14
6000622039,W/W RESERVOIR,ALLAN,1,19-03-2025 08:05:40,1913.3
6000623028,OIL FILTER,E8,6,18-03-2025 10:51:54,421.03
6000632240,WIPER BLADE,E8,1,28-10-2024 09:40:29,400.16
6000633297,FILTERING ELEMENT,E8,1,05-12-2024 08:46:33,99.1
6000633298,FILTERING ELEMENT,E8,4,07-03-2025 14:58:30,179.64
6000633300,OIL FILTER,E8,3,28-10-2024 11:04:57,113
6000633302,OIL FILTER,E8,7,28-10-2024 09:40:29,80.96
6000633304,AIR FILTER,E8,1,04-03-2025 11:03:04,103.44
6000633313,OIL FILTER,E8,18,20-03-2025 14:32:37,138.45
6000634306,IMPROVEMENT KIT,E9,3,07-05-2025 15:59:05,13019.64
6000634312,IMPROVEMENT KIT,,1,02-12-2024 14:44:23,401.16
6000634315,IMPROVEMENT KIT,,1,14-04-2025 16:17:59,2246.77
611260,WARNING LIGHT,G5,7,11-10-2024 14:26:01,217.74
621698,HEADLIGHT LAMP,G5,9,07-07-2022 09:50:44,0.01
6216A1,BULB,G5,10,08-08-2023 14:04:06,0.01
63512FL000,WSTR DR R W      RH,g7,1,29-02-2024 16:15:43,987.62
64115FL301VH,COVER HINGE OUT  PRH,g7,1,13-11-2024 14:46:52,260.39
6431N2,TANK,WORKSHOP,1,08-08-2023 14:04:06,0.01
643327,3 WAY UNION,G5,9,07-07-2022 09:50:44,0.01
6447XF,POLLEN FILTER,E3,4,13-11-2024 14:53:58,287.51
6447XG,CHARCOAL FILTER,E3,6,14-04-2025 16:08:28,480.04
6460TP,RING-SEAL,G5,18,07-08-2023 14:01:37,18.79
6460V0,RING-SEAL,G5,-1,21-07-2023 08:37:15,10.49
6460V1,RING-SEAL,G5,4,21-07-2023 08:37:15,12.2
6462R7,SUPPORT CLIP,G5,4,07-07-2022 09:50:44,0.01
647975,CHARCOAL FILTER,E3,4,09-03-2023 08:35:37,379.93
6479C2,POLLEN FILTER,E3,2,07-06-2022 11:43:06,275.19
6479C9,POLLEN FILTER,E3,2,05-05-2023 14:03:30,296.26
6479K9,CHARCOAL FILTER,E3,7,31-05-2021 15:38:11,391.66
66670199A,WHEEL CYL,E5,3,01-07-2024 08:24:19,0.01
670050349,SEALING GASKET,E8,9,14-02-2025 12:48:22,120.06
68003282AA,STUD HUB,E8,2,12-02-2025 15:02:59,75.59
68003776AA,BRAKE    PAD-SET REAR DISC BRAKE,(Blanks),1,04-03-2025 11:06:00,1981.88
68005263AA,SEALING GASKET HALFSHAFT,NO - BIN,2,28-03-2025 14:45:41,160.01
68029829AB,BLANK KEY BLANK,(Blanks),3,23-12-2024 14:22:13,679.08
68048953GB,ANTIFREEZE COOLANT,LUBRICANT,4,05-05-2025 09:35:58,336.71
68052386AC,BRAKE    PAD-SET REAR DISC BRAKE,E8,1,28-10-2024 10:00:47,3084.68
68079302AB,HANDLE DOOR INTERIOR,willem,1,25-04-2025 14:10:24,2389.7
68079589AA,SEAL CRANKSHAFT OIL,E8,1,02-12-2024 14:54:16,213.96
68079744AD,OIL FILTER ENGINE OIL,E8,6,28-10-2024 11:04:57,301.51
68080819AD,SENSOR CAMSHAFT,E8,1,28-10-2024 11:04:57,939.7
68081249AD,FILTERING ELEMENT AIR,E8,1,05-12-2024 08:46:33,366.8
68082561AB,WIPER BLADE FRONT WIPER,E8,1,28-10-2024 10:04:30,992.75
68088485GB,LIQUID POWER STEERING,LUBRICANT,5,28-10-2024 11:04:57,386.86
68091516AA,PLUG TOW HOOK,SPECIAL ORDER,1,24-04-2025 14:37:34,65.76
68091517AA,ABSORBER REAR BUMPER FASCIA,SPECIAL ORDER,1,24-04-2025 14:37:34,1046.94
68102241AA,OIL FILTER ENGINE OIL,E8,6,22-11-2024 14:43:39,165.28
68147514AA,SEALING GASKET ENGINE OIL SEPARATOR,willem,1,13-05-2025 11:44:15,73.57
68157566AC,SWINGING ARM LOWER CONTROL,(Blanks),1,23-04-2025 13:06:16,6561.05
68157567AC,SWINGING ARM LOWER CONTROL,(Blanks),1,08-04-2025 08:47:42,7221.41
68163848GB,LIQUID COOLANT,LUBRICANT,2,28-10-2024 09:40:29,754.45
68191349AC,OIL FILTER ENGINE OIL,E8,13,05-05-2025 09:35:58,311.66
68194936AA,WIPER BLADE FRONT WIPER,E8,5,28-10-2024 10:00:47,832.64
68218041GB,PROTECTIVE GEAR,NO - BIN,1.3,01-04-2025 09:55:17,136.3
68218057GB,LUBRICANT,willem,1.9,09-05-2025 15:02:21,212.86
68218057GE,LIQUID AUTOMATIC TRANSMISSION AT,NO - BIN,7,14-04-2025 16:13:18,280.83
68218925GC,LIQUID AUTOMATIC TRANSMISSION,LUBRICANT,13,14-04-2025 16:13:18,262.79
6822AG,DRN PLUG GASKET,G5,7,25-02-2025 09:28:26,39.64
68231020GB,OIL 5W40 (1L),LUBRICANT,24,04-03-2025 10:59:02,315.26
68257030AA,AIR FILTER AIR,unknown,2,13-05-2025 11:44:15,820.18
68257791AB,FILTERING ELEMENT AIR,NO - BIN,2,24-04-2025 14:27:18,552.1
68260443AA,SPRINKLE WINDSHIELD WASHER,E8,1,28-10-2024 10:00:47,368.79
68260792AB,AIR FILTER CABIN AIR,E8,1,17-12-2024 15:41:18,1043.24
68287857AB,BRACKET FASCIA SUPPORT,ALLAN,3,10-01-2025 12:46:25,174.01
68291575GB,OIL 0W30,LUBRICANT,18,06-03-2025 11:07:24,406.82
68347376AC,CABLE HARNESS FRONT FASCIA,SPECIAL ORDER,1,13-05-2025 12:09:50,2097.47
68368922AE,SEAL HARD TOP FRONT,unknown,1,13-05-2025 11:43:16,3011.74
68378949AA,LUBRICANT GEAR,LUBRICANT,10,25-02-2025 09:41:23,525.61
68518202GA,OIL 5W20,LUBRICANT,22,16-04-2025 14:53:41,186.96
68518204GA,OIL 5W30,LUBRICANT,8,14-04-2025 16:13:18,237.5
68523970GA,OIL 0W40,LUBRICANT,17,07-03-2025 14:57:43,280.91
68523994GA,OIL 0W20,LUBRICANT,36,05-05-2025 09:15:46,196.69
68535619AA,AIR FILTER CABIN AIR,NO - BIN,1,29-01-2025 08:54:47,458.64
68542769AA,FILTERING ELEMENT AIR,E8,2,04-03-2025 10:59:02,1181.34
68565698AA,AIR FILTER CABIN AIR,unknown,1,24-04-2025 14:27:54,1064.85
68590596AA,SWITCH PANEL FRONT DOOR,ALLAN,1,13-05-2025 11:44:15,3176.59
68606182AA,AIR FILTER CABIN AIR,E8,2,09-05-2025 10:38:44,566.44
68608193AA,AIR FILTER CABIN AIR,E8,1,14-01-2025 10:30:17,1476.93
691306,SOCKET SCREW,G5,19,07-07-2022 09:50:44,0.01
692254,SELF-TAP SCREWS,G5,18,08-08-2023 14:04:06,0.01
692297,SELF-TAP SCREWS,G5,9,07-07-2022 09:50:44,0.01
6924,ANTIFREEZE COOLANT 1LTR,LUBRICANT,15,24-04-2025 14:50:13,82.56
6925G5,SCREW WITH BASE,G5,10,01-07-2024 08:24:19,0.01
6936C6,WASHER-NUT,G5,9,08-08-2023 14:04:06,0.01
6939C2,SELF LOCKG NUT,G5,18,13-06-2024 10:56:27,4
6981K2,HOSE CLIP,unknown,19,27-03-2025 09:09:44,19.61
7087808,OIL FILTER,E8,3,13-03-2025 14:08:12,613.44
71740677,SEALING GASKET,E8,11,27-01-2025 16:10:20,122.67
71740678,SEALING GASKET,E8,1,28-10-2024 11:04:57,394.12
71741287,PAD,(Blanks),1,27-02-2025 13:07:25,59.07
71748293,PIN,ALLAN,2,19-02-2025 13:49:46,7.15
71751023,WIPER BLADE,E8,1,28-10-2024 11:04:57,277.48
71752001,SEALING GASKET,E8,1,28-10-2024 11:04:57,45.34
71753377,SEALING GASKET,NO-BIN,9,19-03-2025 14:47:01,152.96
71753398,SEALING GASKET,E8,1,28-10-2024 11:04:57,91.63
71753742,OIL FILTER,E8,1,17-12-2024 16:10:13,95.76
71754237,OIL FILTER,E8,1,02-12-2024 14:59:21,142.82
71754491,SEALING GASKET,E8,1,25-02-2025 09:46:45,96.23
71769771,SEALING GASKET,E8,2,28-10-2024 11:04:57,34.26
71775823,AIR FILTER,NO-BIN,1,25-04-2025 14:09:07,162.01
71775824,AIR FILTER,E8,2,22-04-2025 14:59:06,206.17
71778532,POLLEN FILTER,NO - BIN,1,02-05-2025 15:03:57,566.44
72880FG000,FILTER,g7,3,16-10-2024 13:42:43,462.85
72880FL000,FILTER,g7,2,25-04-2025 14:59:22,347.63
72880FL500,FILTER,g7,1,25-04-2025 14:52:22,342.37
73130015,FUSE MINI BLADE,E1,65,01-07-2024 08:24:19,0.01
73130025,FUSE MINI BLADE,E1,23,07-07-2022 09:50:44,0.01
73130030,FUSE MINI BLADE,E1,19,07-07-2022 09:50:44,0.01
735456803,PLUG,NO-BIN,1,09-04-2025 14:57:08,397.28
735537083,CLIP,NO-BIN,3,19-02-2025 13:54:51,5.48
73995,FAN ASM PULLER,E6,1,08-08-2023 14:04:06,0.01
7530,Special Tec AA 5W-30 5 Litre,LUBRICANT,1,13-03-2025 15:59:43,506.57
7553032,SPRING,WORKSHOP,1,27-02-2025 13:08:44,16.85
7615,SPECIAL TEC 5W30 1L,F5,7,24-04-2025 14:50:13,101.32
7647839,CON. ROD BOLT,NO-BIN,2,11-02-2025 09:24:24,118.22
7729642,pin,,4,19-02-2025 10:11:56,12.69
7734022,PLUG,E8,6,28-10-2024 11:04:57,41.3
77362491,SET BRAKE SHOES,willem,1,27-03-2025 15:23:20,1483.74
77363804,FILTERING ELEMENT,E8,1,28-10-2024 11:04:57,1082.73
77364561,AIR FILTER,E8,7,28-10-2024 11:04:57,142.27
77364955,ELECT MOTOR,(Blanks),1,09-04-2025 14:56:48,1904.11
77366378,BRAKE    PAD-SET,E8,1,14-04-2025 16:23:07,1457.53
77369138,FILTERING ELEMENT,E8,1,06-02-2025 08:30:09,847.72
77369203,AIR FILTER,NO-BIN,1,12-03-2025 14:46:22,220.33
784920080,BULB,g7,1,03-03-2023 16:35:08,29.74
786004,CLUTCH KIT (CHEV UTE),E5,1,11-11-2022 10:39:29,1645.3
7903077159,HOG RING,g6,15,02-10-2023 16:14:15,4.7
792831,CLIP,G5,3,07-07-2022 09:50:44,0.01
795059,HOG RING,G5,10,07-07-2022 09:50:44,0.01
803916010,"GASKET,16X21X2.3",g7,7,25-04-2025 14:59:22,16.21
86538SA010,COVER R WAG,g7,1,08-08-2023 14:04:06,0.01
86542FJ120,BLADE 400 UNI    RHD,hang,1,08-08-2023 14:04:06,0.01
86542SG100,BLADE 650        RHU,hang,1,08-08-2023 14:04:06,0.01
873361,BONNET BUFFER,G5,3,07-07-2022 09:50:44,0.01
8830008CRV0000,FRONT CALIPER PAD AFTER SALE PACKAGE,G1,1,17-01-2025 08:46:29,1626.94
8830008DSV0000,CALIPER PAD FR,G1,1,17-01-2025 08:46:29,1669.08
8830014CRV0000,FRICTION PAD 4PCS SET RR,G1,1,17-01-2025 08:46:29,1455.24
8830014DSV0000,RR CALIPER FRICTION PLATE,G1,1,17-01-2025 08:46:29,3133.28
8880027DSV0000,AC FILTER ELEMENT,G1,1,17-01-2025 08:46:29,248.36
88863930,"CLEANER,FUEL SYSTEM",LUBRICANT,4,07-07-2022 09:50:44,0.01
88900180,"CLEANER,GLS",LUBRICANT,5,07-07-2022 09:50:44,0.01
8957GE,CONTROL BUTTON,G5,3,08-08-2023 14:04:06,0.01
8972127270,BELT; TIMING,E5,1,08-08-2023 14:04:06,0.01
8973099270A,O FILT,G2,3,08-08-2023 14:04:06,0.01
8979273920,CABLE ASM;BAT POS &,unknown,1,09-01-2025 11:31:04,1369.84
8979475710,PAD KIT; CALIPER;DI,G1,2,31-03-2025 10:42:19,1392.75
8980365930,SEAL; OIL FRT H,E5,2,31-03-2025 10:28:48,60.99
902170049,NUT,g7,2,08-08-2023 14:04:06,0.01
90250663,BEARING,E6,1,01-07-2024 08:24:19,0.01
90281736,BOLT/SCREW-CONN ROD,E6,7,01-07-2024 08:24:19,0.01
90338647,SWITCH-ENG OIL PRESS CLRDO-13,E6,1,08-08-2023 14:04:06,0.01
90466480,SCREW M11X105,E6,8,01-07-2024 08:24:19,0.01
904673,GUIDE,G5,1,08-08-2023 14:04:06,0.01
90482370,SPACER,E6,5,07-07-2022 09:50:44,0.01
